NOME;REGISTRO;NASCIMENTO;IABCZ;DECA;F;DEP_PN_ED;DEP_PD_ED;DEP_PA_ED;DEP_PS_ED;DEP_PM_EM;DEP_TMD;DEP_IPP;DEP_STAY;DEP_PE_365;DEP_PE_450;DEP_E;DEP_P;DEP_M;DEP_AOL;DEP_ACAB;DEP_MAR;AC_PN_ED;AC_PD_ED;AC_PA_ED;AC_PS_ED;AC_PM_EM;AC_TMD;AC_IPP;AC_STAY;AC_PE_365;AC_PE_450;AC_E;AC_P;AC_M;AC_AOL;AC_ACAB;AC_MAR;DECA_PN_ED;DECA_PD_ED;DECA_PA_ED;DECA_PS_ED;DECA_PM_EM;DECA_TMD;DECA_IPP;DECA_STAY;DECA_PE_365;DECA_PE_450;DECA_E;DECA_P;DECA_M;DECA_AOL;DECA_ACAB;DECA_MAR
1384_TE_DE_NAV.;CSCF1384;17/11/2009;23,13;1;0,0;0,28;7,01;12,74;19,59;3,23;7,67;-29,25;38,12;0,63;1,086;2,829;2,576;3,300;-0,259;1,262;1,62;95;96;95;96;87;_;87;63;91;92;90;90;90;88;82;70;8;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1
FEIXO_DONA_NINA;DNPP1084;16/12/2007;22,81;1;0,78;0,03;6,44;8,51;11,31;2,42;5,38;-32,27;43,33;0,555;1,040;-0,38;3,347;1,802;1,186;2,738;1,11;73;76;75;77;55;_;43;40;20;48;68;68;68;27;18;17;4;1;1;1;1;1;1;1;1;1;8;1;2;2;1;1
REM_RABINO_FIV;REM4571;16/12/2006;22,79;1;0,0;0,69;12,29;18,07;22,48;2,02;9,34;19,33;34,91;0,408;0,421;3,647;1,69;2,426;1,353;1,55;2,06;82;83;81;83;71;_;67;60;75;77;58;58;58;67;56;45;10;1;1;1;1;1;1;1;2;3;1;2;1;2;1;1
IAOP_10_1917;IAOP1917;20/09/2010;22,78;1;0,0;0,38;7,80;14,05;19,89;3,12;6,02;-31,34;38,04;0,176;0,162;1,363;2,953;1,603;1,879;0,336;0,86;71;70;70;70;49;_;40;24;19;24;16;16;16;57;44;11;9;1;1;1;1;1;1;1;4;5;2;1;2;1;4;2
VERNON_MAT;RDM8020;11/10/2014;22,74;1;0,0;0,87;11,72;15,24;17,99;0,61;7,18;-24,47;37,71;0,616;0,707;1,915;4,581;4,098;3,592;1,882;-0,16;88;90;88;89;54;_;50;29;79;81;72;72;72;73;62;53;10;1;1;1;4;1;1;1;1;1;1;1;1;1;1;6
NAVIRAI_13782;CSCN13782;02/12/2013;22,72;1;0,98;-0,07;9,56;15,25;21,74;0,95;6,69;-19,58;38,00;0,905;1,698;2,408;3,600;2,596;0,703;0,202;3,79;88;89;86;87;55;_;46;27;75;77;72;72;72;74;64;51;4;1;1;1;3;1;1;1;1;1;1;1;1;3;4;1
URANIO_DA_EAO;EAOA 3671;17/11/2015;22,70;1;2,34;0,5;8,99;15,12;20,55;3,43;8,63;-20,58;37,23;0,483;0,744;1,979;6,030;5,624;2,198;-1,883;0,74;53;80;64;68;37;_;32;28;46;57;44;44;44;61;51;38;10;1;1;1;1;1;1;1;1;1;1;1;1;1;10;2
HALTRIUM_TERRA_BRAVA;EPCF25;24/11/2010;22,63;1;0,0;0,27;12,99;15,26;19,64;-1,01;4,90;-22,78;36,80;1,320;1,058;0,547;5,069;3,858;2,398;0,467;-0,58;70;72;70;72;49;_;44;28;60;61;67;67;67;60;49;39;8;1;1;1;8;1;1;1;1;1;4;1;1;1;3;8
MERITO_FIV_VYDA;VYDA132;19/12/2011;22,6;1;0,0;0,67;10,15;17,79;24,62;3,17;8,50;-9,42;36,54;0,702;1,014;2,804;3,489;3,953;2,806;0,072;3,08;90;91;89;90;73;_;74;38;80;85;83;83;83;82;74;50;10;1;1;1;1;1;2;1;1;1;1;1;1;1;5;1
REM_BLOCK;REM7743;15/09/2012;22,57;1;0,39;0,68;8,59;12,44;17,33;3,73;8,44;-20,42;39,18;0,511;1,018;1,650;3,607;2,893;1,570;-0,273;2,39;85;86;83;85;64;_;66;26;74;79;61;61;61;80;72;52;10;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1
FEDERATIVO_DO_IZ;IZSNA 1566;24/10/2006;22,54;1;0,98;0,06;12,04;16,52;23,3;-2,00;3,98;-24,05;39,16;0,152;0,157;5,354;3,452;1,273;1,043;0,294;3,26;82;84;80;83;61;_;64;24;61;78;66;66;66;78;70;65;5;1;1;1;10;2;1;1;4;5;1;1;2;2;4;1
BAREM_JL_DA_BAMA;AIB1411;25/07/2009;22,49;1;2,64;0,36;8,32;11,80;15,28;2,53;7,61;-24,52;39,02;0,969;0,899;2,436;6,633;5,245;3,436;0,979;1,42;85;86;77;85;66;_;61;33;66;79;43;73;73;81;74;75;9;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
